id,name,inserttime,validfrom,validto,sourceid,styleid,sku,listprice,url,releasedate,retiredate,framecolour,lensid,fitid,genderid,note,image,imagesmall
4602,Black Horn/Clear,2017-06-17 06:03:53,2017-06-17 10:03:56,NULL,2,213,12-032,None,http://www.o-review.com/glassesdetail.asp?ID=3350,NULL,NULL,Black Horn,128,1,NULL,NULL,NULL,NULL
4603,Cobalt/+Red Iridium,2017-06-17 06:04:00,2017-06-17 10:04:03,NULL,2,423,05-253,$100,http://www.o-review.com/glassesdetail.asp?ID=2212,NULL,NULL,Cobalt,1,1,NULL,NULL,NULL,NULL
4604,Mercury with Mercury/Black Iridium,2017-06-17 06:04:01,2017-06-17 10:04:04,NULL,2,412,05-739,$295,http://www.o-review.com/glassesdetail.asp?ID=2835,NULL,NULL,Mercury with Mercury,7,1,NULL,NULL,NULL,NULL
4605,Black Plaid (52)/Clear,2017-06-17 06:04:03,2017-06-17 10:04:06,NULL,2,103,OX1035-0152,$195,http://www.o-review.com/glassesdetail.asp?ID=4972,NULL,NULL,Black Plaid (52),16,1,NULL,NULL,NULL,NULL
4606,Chestnut (52)/Clear,2017-06-17 06:04:06,2017-06-17 10:04:09,NULL,2,103,OX1035-0352,$195,http://www.o-review.com/glassesdetail.asp?ID=4974,NULL,NULL,Chestnut (52),16,1,NULL,NULL,NULL,NULL
4607,Brown Tortoise/Clear,2017-06-17 06:04:10,2017-06-17 10:04:13,NULL,2,213,12-031,None,http://www.o-review.com/glassesdetail.asp?ID=3349,NULL,NULL,Brown Tortoise,128,1,NULL,NULL,NULL,NULL
4608,Black/Gold Iridium / Slate Iridium / G30 (New Hybrid Vented),2017-06-17 06:04:11,2017-06-17 10:04:14,NULL,2,33,07-182,$315,http://www.o-review.com/glassesdetail.asp?ID=1188,NULL,NULL,Black,249,1,NULL,NULL,NULL,NULL
4609,Chestnut (52)/Clear,2017-06-17 06:04:13,2017-06-17 10:04:16,NULL,2,103,OX1035-0352,$195,http://www.o-review.com/glassesdetail.asp?ID=4974,NULL,NULL,Chestnut (52),16,1,NULL,NULL,NULL,NULL
4610,FMJ Platinum/Emerald Iridium,2017-06-17 06:04:16,2017-06-17 10:04:19,NULL,2,423,05-265,$130,http://www.o-review.com/glassesdetail.asp?ID=594,NULL,NULL,FMJ Platinum,20,1,NULL,NULL,NULL,NULL
4611,Mercury with Silver/Light Grey,2017-06-17 06:04:21,2017-06-17 10:04:25,NULL,2,412,98679H,$295,http://www.o-review.com/glassesdetail.asp?ID=1547,NULL,NULL,Mercury with Silver,48,1,NULL,NULL,NULL,NULL
4612,Cappuccino/Clear,2017-06-17 06:04:28,2017-06-17 10:04:31,NULL,2,213,12-033,None,http://www.o-review.com/glassesdetail.asp?ID=3351,NULL,NULL,Cappuccino,128,1,NULL,NULL,NULL,NULL
4613,Merlot (49)/Clear,2017-06-17 06:04:29,2017-06-17 10:04:33,NULL,2,103,OX1035-0249,$195,http://www.o-review.com/glassesdetail.asp?ID=4969,NULL,NULL,Merlot (49),16,1,NULL,NULL,NULL,NULL
4614,Merlot (49)/Clear,2017-06-17 06:04:30,2017-06-17 10:04:33,NULL,2,103,OX1035-0249,$195,http://www.o-review.com/glassesdetail.asp?ID=4969,NULL,NULL,Merlot (49),16,1,NULL,NULL,NULL,NULL
4615,Black/Gold Iridium / Slate Iridium / G30 (Strike Vented),2017-06-17 06:04:34,2017-06-17 10:04:37,NULL,2,33,07-158,$315,http://www.o-review.com/glassesdetail.asp?ID=1186,NULL,NULL,Black,250,1,NULL,NULL,NULL,NULL
4616,FMJ Platinum/Gold Iridium,2017-06-17 06:04:41,2017-06-17 10:04:45,NULL,2,423,05-259,$130,http://www.o-review.com/glassesdetail.asp?ID=112,NULL,NULL,FMJ Platinum,34,1,NULL,NULL,NULL,NULL
4617,Pewter with Matte Black/Black Iridium,2017-06-17 06:04:46,2017-06-17 10:04:49,NULL,2,412,98677H,$295,http://www.o-review.com/glassesdetail.asp?ID=1852,NULL,NULL,Pewter with Matte Black,7,1,NULL,NULL,NULL,NULL
4618,Merlot (52)/Clear,2017-06-17 06:04:49,2017-06-17 10:04:53,NULL,2,103,OX1035-0252,$195,http://www.o-review.com/glassesdetail.asp?ID=4973,NULL,NULL,Merlot (52),16,1,NULL,NULL,NULL,NULL
4619,Merlot (52)/Clear,2017-06-17 06:04:50,2017-06-17 10:04:53,NULL,2,103,OX1035-0252,$195,http://www.o-review.com/glassesdetail.asp?ID=4973,NULL,NULL,Merlot (52),16,1,NULL,NULL,NULL,NULL
4620,Black/Gold Iridium / Slate Iridium / G30 (Sweep Vented),2017-06-17 06:04:56,2017-06-17 10:04:59,NULL,2,33,07-159,$315,http://www.o-review.com/glassesdetail.asp?ID=1187,NULL,NULL,Black,251,1,NULL,NULL,NULL,NULL
4621,Cobalt/Clear,2017-06-17 06:05:00,2017-06-17 10:05:04,NULL,2,214,11-515,$120,http://www.o-review.com/glassesdetail.asp?ID=668,NULL,NULL,Cobalt,128,1,NULL,NULL,NULL,NULL
4622,Joker/Gold Iridium,2017-06-17 06:05:02,2017-06-17 10:05:05,NULL,2,423,05-256,$100,http://www.o-review.com/glassesdetail.asp?ID=2214,NULL,NULL,Joker,34,1,NULL,NULL,NULL,NULL
4623,Platinum with Rootbeer/Gold Iridium,2017-06-17 06:05:04,2017-06-17 10:05:08,NULL,2,412,98678H,$295,http://www.o-review.com/glassesdetail.asp?ID=1851,NULL,NULL,Platinum with Rootbeer,34,1,NULL,NULL,NULL,NULL
4624,Pink Champagne (49)/Clear,2017-06-17 06:05:07,2017-06-17 10:05:11,NULL,2,103,OX1035-0449,$195,http://www.o-review.com/glassesdetail.asp?ID=4975,NULL,NULL,Pink Champagne (52),16,1,NULL,NULL,NULL,NULL
4625,Pink Champagne (49)/Clear,2017-06-17 06:05:07,2017-06-17 10:05:11,NULL,2,103,OX1035-0449,$195,http://www.o-review.com/glassesdetail.asp?ID=4975,NULL,NULL,Pink Champagne (52),16,1,NULL,NULL,NULL,NULL
4626,Black/Black Iridium (Heater),2017-06-17 06:05:18,2017-06-17 10:05:22,NULL,2,34,07-152,None,http://www.o-review.com/glassesdetail.asp?ID=2537,NULL,NULL,Black,252,1,NULL,NULL,NULL,NULL
4627,Pewter/Clear,2017-06-17 06:05:19,2017-06-17 10:05:22,NULL,2,214,11-514,$120,http://www.o-review.com/glassesdetail.asp?ID=667,NULL,NULL,Pewter,128,1,NULL,NULL,NULL,NULL
4628,Black/Black Iridium,2017-06-17 06:05:23,2017-06-17 10:05:26,NULL,2,424,05-251,$100,http://www.o-review.com/glassesdetail.asp?ID=405,NULL,NULL,Black,7,1,NULL,NULL,NULL,NULL
4629,Polished Black (China)/Black Iridium,2017-06-17 06:05:33,2017-06-17 10:05:36,NULL,2,413,001-0015,$249,http://www.o-review.com/glassesdetail.asp?ID=3800,NULL,NULL,Polished Black (China),7,1,NULL,NULL,NULL,NULL
4630,Silver/Clear,2017-06-17 06:05:40,2017-06-17 10:05:43,NULL,2,214,11-513,$120,http://www.o-review.com/glassesdetail.asp?ID=666,NULL,NULL,Silver,128,1,NULL,NULL,NULL,NULL
4631,Black/G30 Iridium,2017-06-17 06:05:44,2017-06-17 10:05:47,NULL,2,424,05-261,$100,http://www.o-review.com/glassesdetail.asp?ID=116,NULL,NULL,Black,29,1,NULL,NULL,NULL,NULL
4632,Black/Black Iridium (Strike),2017-06-17 06:05:46,2017-06-17 10:05:49,NULL,2,34,07-162,None,http://www.o-review.com/glassesdetail.asp?ID=2540,NULL,NULL,Black,253,1,NULL,NULL,NULL,NULL
4633,Polished Black (Hong Kong)/Black Iridium,2017-06-17 06:05:54,2017-06-17 10:05:57,NULL,2,413,001-0013,$249,http://www.o-review.com/glassesdetail.asp?ID=3798,NULL,NULL,Polished Black (Hong Kong),7,1,NULL,NULL,NULL,NULL
4634,Titanium Chrome/Clear,2017-06-17 06:05:59,2017-06-17 10:06:02,NULL,2,214,11-940,None,http://www.o-review.com/glassesdetail.asp?ID=3174,NULL,NULL,Titanium Chrome,128,1,NULL,NULL,NULL,NULL
4635,Blue/VR28,2017-06-17 06:06:04,2017-06-17 10:06:07,NULL,2,424,05-267,$90,http://www.o-review.com/glassesdetail.asp?ID=117,NULL,NULL,Blue,70,1,NULL,NULL,NULL,NULL
4636,Black/Black Iridium (Sweep),2017-06-17 06:06:05,2017-06-17 10:06:09,NULL,2,34,07-153,None,http://www.o-review.com/glassesdetail.asp?ID=2538,NULL,NULL,Black,254,1,NULL,NULL,NULL,NULL
4637,Polished Black (Japan)/Black Iridium,2017-06-17 06:06:17,2017-06-17 10:06:20,NULL,2,413,001-0009,$249,http://www.o-review.com/glassesdetail.asp?ID=3794,NULL,NULL,Polished Black (Japan),7,1,NULL,NULL,NULL,NULL
4638,Titanium Matte Black/Clear,2017-06-17 06:06:23,2017-06-17 10:06:26,NULL,2,214,11-943,None,http://www.o-review.com/glassesdetail.asp?ID=3175,NULL,NULL,Titanium Matte Black,128,1,NULL,NULL,NULL,NULL
4639,Cobalt/+Red Iridium,2017-06-17 06:06:23,2017-06-17 10:06:26,NULL,2,424,05-254,$100,http://www.o-review.com/glassesdetail.asp?ID=1079,NULL,NULL,Cobalt,1,1,NULL,NULL,NULL,NULL
4640,Pearl/Black Iridium (Heater),2017-06-17 06:06:31,2017-06-17 10:06:34,NULL,2,34,07-160,None,http://www.o-review.com/glassesdetail.asp?ID=2539,NULL,NULL,Pearl,252,1,NULL,NULL,NULL,NULL
4641,Polished Black (NA/Asia)/Black Iridium,2017-06-17 06:06:36,2017-06-17 10:06:39,NULL,2,413,001-0017,$249,http://www.o-review.com/glassesdetail.asp?ID=3802,NULL,NULL,Polished Black (NA/Asia),7,1,NULL,NULL,NULL,NULL
4642,Cobalt/Slate Iridium,2017-06-17 06:06:43,2017-06-17 10:06:46,NULL,2,424,05-263,$100,http://www.o-review.com/glassesdetail.asp?ID=118,NULL,NULL,Cobalt,62,1,NULL,NULL,NULL,NULL
4643,Titanium Pewter/Clear,2017-06-17 06:06:44,2017-06-17 10:06:47,NULL,2,214,11-942,None,http://www.o-review.com/glassesdetail.asp?ID=3172,NULL,NULL,Titanium Pewter,128,1,NULL,NULL,NULL,NULL
4644,Polished Black (Taiwan)/Black Iridium,2017-06-17 06:06:53,2017-06-17 10:06:56,NULL,2,413,001-0011,$249,http://www.o-review.com/glassesdetail.asp?ID=3796,NULL,NULL,Polished Black (Taiwan),7,1,NULL,NULL,NULL,NULL
4645,Jet Black/Gold Iridium / G30 (Heater Vented),2017-06-17 06:06:55,2017-06-17 10:06:58,NULL,2,35,07-358,$225,http://www.o-review.com/glassesdetail.asp?ID=1255,NULL,NULL,Jet Black,255,1,NULL,NULL,NULL,NULL
4646,FMJ 5.56/Fire Iridium,2017-06-17 06:07:02,2017-06-17 10:07:05,NULL,2,424,05-268,$135,http://www.o-review.com/glassesdetail.asp?ID=119,NULL,NULL,FMJ 5.56,23,1,NULL,NULL,NULL,NULL
4647,Titanium Silver/Clear,2017-06-17 06:07:03,2017-06-17 10:07:07,NULL,2,214,11-941,None,http://www.o-review.com/glassesdetail.asp?ID=3173,NULL,NULL,Titanium Silver,128,1,NULL,NULL,NULL,NULL
4648,Polished White (China)/Slate Iridium,2017-06-17 06:07:13,2017-06-17 10:07:16,NULL,2,413,001-0016,$249,http://www.o-review.com/glassesdetail.asp?ID=3801,NULL,NULL,Polished White (China),62,1,NULL,NULL,NULL,NULL
4649,Jet Black/Gold Iridium / G30 (Strike Vented),2017-06-17 06:07:20,2017-06-17 10:07:24,NULL,2,35,07-359,$225,http://www.o-review.com/glassesdetail.asp?ID=1254,NULL,NULL,Jet Black,256,1,NULL,NULL,NULL,NULL
4650,FMJ Platinum/Emerald Iridium,2017-06-17 06:07:23,2017-06-17 10:07:26,NULL,2,424,05-266,$130,http://www.o-review.com/glassesdetail.asp?ID=628,NULL,NULL,FMJ Platinum,20,1,NULL,NULL,NULL,NULL
4651,Polished White (Hong Kong)/Slate Iridium,2017-06-17 06:07:31,2017-06-17 10:07:35,NULL,2,413,001-0014,$249,http://www.o-review.com/glassesdetail.asp?ID=3799,NULL,NULL,Polished White (Hong Kong),62,1,NULL,NULL,NULL,NULL
4652,FMJ Platinum/Gold Iridium,2017-06-17 06:07:44,2017-06-17 10:07:47,NULL,2,424,05-264,$130,http://www.o-review.com/glassesdetail.asp?ID=1121,NULL,NULL,FMJ Platinum,34,1,NULL,NULL,NULL,NULL
4653,Jet Black/Gold Iridium / G30 (Sweep Vented),2017-06-17 06:07:47,2017-06-17 10:07:50,NULL,2,35,07-360,$225,http://www.o-review.com/glassesdetail.asp?ID=1253,NULL,NULL,Jet Black,257,1,NULL,NULL,NULL,NULL
4654,Polished White (Japan)/Slate Iridium,2017-06-17 06:07:58,2017-06-17 10:08:01,NULL,2,413,001-0010,$249,http://www.o-review.com/glassesdetail.asp?ID=3795,NULL,NULL,Polished White (Japan),62,1,NULL,NULL,NULL,NULL
4655,Brushed Chrome (53)/Clear,2017-06-17 06:08:08,2017-06-17 10:08:12,NULL,2,216,OX5040-0253,$250,http://www.o-review.com/glassesdetail.asp?ID=4944,NULL,NULL,Brushed Chrome (53),128,1,NULL,NULL,NULL,NULL
4656,Polished White (NA/Asia)/Slate Iridium,2017-06-17 06:08:20,2017-06-17 10:08:24,NULL,2,413,001-0018,$249,http://www.o-review.com/glassesdetail.asp?ID=3803,NULL,NULL,Polished White (NA/Asia),62,1,NULL,NULL,NULL,NULL
4657,Black/Grey / VR28 (Heater),2017-06-17 06:08:20,2017-06-17 10:08:24,NULL,2,36,07-361,$170,http://www.o-review.com/glassesdetail.asp?ID=1256,NULL,NULL,Black,258,1,NULL,NULL,NULL,NULL
4658,FMJ Platinum/Gold Iridium,2017-06-17 06:08:23,2017-06-17 10:08:26,NULL,2,424,05-260,$130,http://www.o-review.com/glassesdetail.asp?ID=401,NULL,NULL,FMJ Platinum,34,1,NULL,NULL,NULL,NULL
4659,Polished White (Taiwan)/Slate Iridium,2017-06-17 06:08:40,2017-06-17 10:08:43,NULL,2,413,001-0012,$249,http://www.o-review.com/glassesdetail.asp?ID=3797,NULL,NULL,Polished White (Taiwan),62,1,NULL,NULL,NULL,NULL
4660,Black/Grey / VR28 (Strike),2017-06-17 06:08:46,2017-06-17 10:08:49,NULL,2,36,07-362,$170,http://www.o-review.com/glassesdetail.asp?ID=1257,NULL,NULL,Black,259,1,NULL,NULL,NULL,NULL
4661,Joker/Gold Iridium,2017-06-17 06:08:46,2017-06-17 10:08:49,NULL,2,424,05-257,$100,http://www.o-review.com/glassesdetail.asp?ID=1120,NULL,NULL,Joker,34,1,NULL,NULL,NULL,NULL
4662,Pewter (53)/Clear,2017-06-17 06:08:52,2017-06-17 10:08:56,NULL,2,216,OX5040-0353,$250,http://www.o-review.com/glassesdetail.asp?ID=4946,NULL,NULL,Pewter (53),128,1,NULL,NULL,NULL,NULL
4663,Polished Black (Australia)/Black Iridium,2017-06-17 06:09:05,2017-06-17 10:09:09,NULL,2,414,001-0007,$249,http://www.o-review.com/glassesdetail.asp?ID=3792,NULL,NULL,Polished Black (Australia),7,1,NULL,NULL,NULL,NULL
4664,Joker/VR28,2017-06-17 06:09:08,2017-06-17 10:09:12,NULL,2,424,05-262,$90,http://www.o-review.com/glassesdetail.asp?ID=2211,NULL,NULL,Joker,70,1,NULL,NULL,NULL,NULL
4665,Black/(Heater),2017-06-17 06:09:14,2017-06-17 10:09:17,NULL,2,37,07-180,None,http://www.o-review.com/glassesdetail.asp?ID=2541,NULL,NULL,Black,260,1,NULL,NULL,NULL,NULL
4666,Pewter/Red (53)/Clear,2017-06-17 06:09:19,2017-06-17 10:09:22,NULL,2,216,OX5040-0653,$250,http://www.o-review.com/glassesdetail.asp?ID=5119,NULL,NULL,Pewter/Red (53),128,1,NULL,NULL,NULL,NULL
4667,Polished Black (Brasil)/Black Iridium,2017-06-17 06:09:34,2017-06-17 10:09:37,NULL,2,414,001-0005,$249,http://www.o-review.com/glassesdetail.asp?ID=3790,NULL,NULL,Polished Black (Brasil),7,1,NULL,NULL,NULL,NULL
4668,Black/Black Iridium,2017-06-17 06:09:40,2017-06-17 10:09:43,NULL,2,425,05-252,$100,http://www.o-review.com/glassesdetail.asp?ID=406,NULL,NULL,Black,7,1,NULL,NULL,NULL,NULL
4669,Black/Grey / VR28 (Heater),2017-06-17 06:09:41,2017-06-17 10:09:44,NULL,2,37,07-150,None,http://www.o-review.com/glassesdetail.asp?ID=2535,NULL,NULL,Black,258,1,NULL,NULL,NULL,NULL
4670,Polished Black (Mexico)/Black Iridium,2017-06-17 06:09:56,2017-06-17 10:10:00,NULL,2,414,001-0003,$249,http://www.o-review.com/glassesdetail.asp?ID=3788,NULL,NULL,Polished Black (Mexico),7,1,NULL,NULL,NULL,NULL
4671,Cobalt/+Red Iridium,2017-06-17 06:10:06,2017-06-17 10:10:09,NULL,2,425,05-255,$100,http://www.o-review.com/glassesdetail.asp?ID=2213,NULL,NULL,Cobalt,1,1,NULL,NULL,NULL,NULL
4672,Black/Grey / VR28 (Strike),2017-06-17 06:10:09,2017-06-17 10:10:12,NULL,2,37,07-151,None,http://www.o-review.com/glassesdetail.asp?ID=2536,NULL,NULL,Black,259,1,NULL,NULL,NULL,NULL
4673,Polished Black (53)/Clear,2017-06-17 06:10:13,2017-06-17 10:10:16,NULL,2,216,OX5040-0153,$250,http://www.o-review.com/glassesdetail.asp?ID=4943,NULL,NULL,Polished Black (53),128,1,NULL,NULL,NULL,NULL
4674,Polished Black (NA/EU)/Black Iridium,2017-06-17 06:10:19,2017-06-17 10:10:23,NULL,2,414,001-0001,$249,http://www.o-review.com/glassesdetail.asp?ID=3786,NULL,NULL,Polished Black (NA/EU),7,1,NULL,NULL,NULL,NULL
4675,Amber Ale/Clear,2017-06-17 06:10:26,2017-06-17 10:10:30,NULL,2,198,22-205,$195,http://www.o-review.com/glassesdetail.asp?ID=4845,NULL,NULL,Amber Ale,16,1,NULL,NULL,NULL,NULL
4676,Joker/Gold Iridium,2017-06-17 06:10:28,2017-06-17 10:10:32,NULL,2,425,05-258,$100,http://www.o-review.com/glassesdetail.asp?ID=2215,NULL,NULL,Joker,34,1,NULL,NULL,NULL,NULL
4677,Polished Black/Yellow (53)/Clear,2017-06-17 06:10:35,2017-06-17 10:10:38,NULL,2,216,OX5040-0553,$250,http://www.o-review.com/glassesdetail.asp?ID=5115,NULL,NULL,Polished Black/Yellow (53),128,1,NULL,NULL,NULL,NULL
4678,Carbon Fiber/Black Iridium / VR28 (Heater),2017-06-17 06:10:37,2017-06-17 10:10:40,NULL,2,38,07-354,$190,http://www.o-review.com/glassesdetail.asp?ID=1252,NULL,NULL,Carbon Fiber,261,1,NULL,NULL,NULL,NULL
4679,Polished White (Australia)/Blue Iridium,2017-06-17 06:10:38,2017-06-17 10:10:42,NULL,2,414,001-0008,$249,http://www.o-review.com/glassesdetail.asp?ID=3793,NULL,NULL,Polished White (Australia),11,1,NULL,NULL,NULL,NULL
4680,Black/Clear,2017-06-17 06:10:48,2017-06-17 10:10:51,NULL,2,198,22-202,$195,http://www.o-review.com/glassesdetail.asp?ID=4842,NULL,NULL,Black,16,1,NULL,NULL,NULL,NULL
4681,Cobalt/+Red Iridium,2017-06-17 06:10:55,2017-06-17 10:10:58,NULL,2,426,05-224,$100,http://www.o-review.com/glassesdetail.asp?ID=1081,NULL,NULL,Cobalt,1,1,NULL,NULL,NULL,NULL
4682,Polished White (Brasil)/Blue Iridium,2017-06-17 06:10:58,2017-06-17 10:11:01,NULL,2,414,001-0006,$249,http://www.o-review.com/glassesdetail.asp?ID=3791,NULL,NULL,Polished White (Brasil),11,1,NULL,NULL,NULL,NULL
4683,Carbon Fiber/Black Iridium / VR28 (Hybrid),2017-06-17 06:11:01,2017-06-17 10:11:04,NULL,2,38,07-357,$190,http://www.o-review.com/glassesdetail.asp?ID=1249,NULL,NULL,Carbon Fiber,262,1,NULL,NULL,NULL,NULL
4684,Grey Tortoise/Clear,2017-06-17 06:11:13,2017-06-17 10:11:16,NULL,2,198,22-204,$195,http://www.o-review.com/glassesdetail.asp?ID=4844,NULL,NULL,Grey Tortoise,16,1,NULL,NULL,NULL,NULL
4685,Glitter Gulch/Gold Iridium,2017-06-17 06:11:18,2017-06-17 10:11:22,NULL,2,426,05-223,None,http://www.o-review.com/glassesdetail.asp?ID=1083,NULL,NULL,Glitter Gulch,34,1,NULL,NULL,NULL,NULL
4686,Polished White (Mexico)/Blue Iridium,2017-06-17 06:11:19,2017-06-17 10:11:23,NULL,2,414,001-0004,$249,http://www.o-review.com/glassesdetail.asp?ID=3789,NULL,NULL,Polished White (Mexico),11,1,NULL,NULL,NULL,NULL
4687,Toast (53)/Clear,2017-06-17 06:11:23,2017-06-17 10:11:26,NULL,2,216,OX5040-0453,$250,http://www.o-review.com/glassesdetail.asp?ID=4945,NULL,NULL,Toast (53),128,1,NULL,NULL,NULL,NULL
4688,Carbon Fiber/Black Iridium / VR28 (Strike),2017-06-17 06:11:30,2017-06-17 10:11:34,NULL,2,38,07-355,$190,http://www.o-review.com/glassesdetail.asp?ID=1251,NULL,NULL,Carbon Fiber,263,1,NULL,NULL,NULL,NULL
4689,Polished Steel/Clear,2017-06-17 06:11:33,2017-06-17 10:11:37,NULL,2,198,22-238,$195,http://www.o-review.com/glassesdetail.asp?ID=5329,NULL,NULL,Polished Steel,16,1,NULL,NULL,NULL,NULL
4690,Sleet/Black Iridium,2017-06-17 06:11:38,2017-06-17 10:11:41,NULL,2,426,05-222,None,http://www.o-review.com/glassesdetail.asp?ID=1086,NULL,NULL,Sleet,7,1,NULL,NULL,NULL,NULL
4691,Polished White (NA/EU)/Blue Iridium,2017-06-17 06:11:43,2017-06-17 10:11:46,NULL,2,414,001-0002,$249,http://www.o-review.com/glassesdetail.asp?ID=3787,NULL,NULL,Polished White (NA/EU),11,1,NULL,NULL,NULL,NULL
4692,Titanium 50/20/Clear,2017-06-17 06:11:51,2017-06-17 10:11:54,NULL,2,217,11-845,$225,http://www.o-review.com/glassesdetail.asp?ID=3020,NULL,NULL,Titanium 50/20,128,1,NULL,NULL,NULL,NULL
4693,Carbon Fiber/Black Iridium / VR28 (Sweep),2017-06-17 06:11:52,2017-06-17 10:11:56,NULL,2,38,07-356,$190,http://www.o-review.com/glassesdetail.asp?ID=1250,NULL,NULL,Carbon Fiber,264,1,NULL,NULL,NULL,NULL
4694,Tortoise/Clear,2017-06-17 06:11:55,2017-06-17 10:11:58,NULL,2,198,22-203,$195,http://www.o-review.com/glassesdetail.asp?ID=4843,NULL,NULL,Tortoise,16,1,NULL,NULL,NULL,NULL
4695,Burn Brush/Bronze,2017-06-17 06:12:04,2017-06-17 10:12:08,NULL,2,427,05-219,None,http://www.o-review.com/glassesdetail.asp?ID=2354,NULL,NULL,Burn Brush,13,1,NULL,NULL,NULL,NULL
4696,Polished White (XL)/+Red Iridium,2017-06-17 06:12:07,2017-06-17 10:12:10,NULL,2,414,001-0019,$349,http://www.o-review.com/glassesdetail.asp?ID=4193,NULL,NULL,Polished White (XL),1,1,NULL,NULL,NULL,NULL
4697,Titanium Black Chrome 45/20/Clear,2017-06-17 06:12:14,2017-06-17 10:12:17,NULL,2,217,11-847,$225,http://www.o-review.com/glassesdetail.asp?ID=3022,NULL,NULL,Titanium Black Chrome 45/20,128,1,NULL,NULL,NULL,NULL
4698,Jet Black/Amber Black Iridium Polarized / VR28 Gold Iridium Polarized / Grey Polarized,2017-06-17 06:12:19,2017-06-17 10:12:23,NULL,2,39,07-398,$300,http://www.o-review.com/glassesdetail.asp?ID=1963,NULL,NULL,Jet Black,265,1,NULL,NULL,NULL,NULL
4699,Cappuccino/Clear,2017-06-17 06:12:22,2017-06-17 10:12:25,NULL,2,123,12-041,$185,http://www.o-review.com/glassesdetail.asp?ID=3329,NULL,NULL,Cappuccino,16,1,NULL,NULL,NULL,NULL
4700,Cobalt/+Red Iridium,2017-06-17 06:12:31,2017-06-17 10:12:35,NULL,2,427,05-216,$100,http://www.o-review.com/glassesdetail.asp?ID=1119,NULL,NULL,Cobalt,1,1,NULL,NULL,NULL,NULL
4701,Black/Grey,2017-06-17 06:12:33,2017-06-17 10:12:36,NULL,2,415,98763H,$249,http://www.o-review.com/glassesdetail.asp?ID=2016,NULL,NULL,Black,37,1,NULL,NULL,NULL,NULL
4702,Titanium Raisin 50/21/Clear,2017-06-17 06:12:35,2017-06-17 10:12:38,NULL,2,217,11-846,$225,http://www.o-review.com/glassesdetail.asp?ID=3021,NULL,NULL,Titanium Raisin 50/21,128,1,NULL,NULL,NULL,NULL
4703,Jet Black/Titanium Iridium Polarized / Ice Polarized / VR28 Polarized,2017-06-17 06:12:44,2017-06-17 10:12:47,NULL,2,39,07-385,$310,http://www.o-review.com/glassesdetail.asp?ID=1264,NULL,NULL,Jet Black,266,1,NULL,NULL,NULL,NULL
4704,/Clear,2017-06-17 06:12:45,2017-06-17 10:12:48,NULL,2,116,OX3094-0250,None,http://www.o-review.com/glassesdetail.asp?ID=6315,NULL,NULL,,16,1,NULL,NULL,NULL,NULL
4705,Dark Red/Clear,2017-06-17 06:12:46,2017-06-17 10:12:49,NULL,2,123,12-043,$185,http://www.o-review.com/glassesdetail.asp?ID=3331,NULL,NULL,Dark Red,16,1,NULL,NULL,NULL,NULL
4706,Glitter Gulch/Gold Iridium,2017-06-17 06:12:59,2017-06-17 10:13:02,NULL,2,427,05-215,None,http://www.o-review.com/glassesdetail.asp?ID=1082,NULL,NULL,Glitter Gulch,34,1,NULL,NULL,NULL,NULL
4707,Brown Smoke/Bronze,2017-06-17 06:13:08,2017-06-17 10:13:11,NULL,2,415,98767H,$249,http://www.o-review.com/glassesdetail.asp?ID=2937,NULL,NULL,Brown Smoke,13,1,NULL,NULL,NULL,NULL
4708,Indigo/Clear,2017-06-17 06:13:09,2017-06-17 10:13:13,NULL,2,123,12-044,$185,http://www.o-review.com/glassesdetail.asp?ID=3332,NULL,NULL,Indigo,16,1,NULL,NULL,NULL,NULL
4709,(17mm)/Clear,2017-06-17 06:13:10,2017-06-17 10:13:13,NULL,2,219,11-657,None,http://www.o-review.com/glassesdetail.asp?ID=2735,NULL,NULL,(17mm),128,1,NULL,NULL,NULL,NULL
4710,Polished Black/Bronze Polarized / VR28 Polarized / Grey Polarized,2017-06-17 06:13:11,2017-06-17 10:13:14,NULL,2,39,07-393,$305,http://www.o-review.com/glassesdetail.asp?ID=1929,NULL,NULL,Polished Black,267,1,NULL,NULL,NULL,NULL
4711,Matte Berry/Clear,2017-06-17 06:13:11,2017-06-17 10:13:15,NULL,2,116,OX3094-0350,None,http://www.o-review.com/glassesdetail.asp?ID=6316,NULL,NULL,Matte Berry,16,1,NULL,NULL,NULL,NULL
4712,Gold Mine/Gold Iridium,2017-06-17 06:13:29,2017-06-17 10:13:33,NULL,2,427,05-221,None,http://www.o-review.com/glassesdetail.asp?ID=2356,NULL,NULL,Gold Mine,34,1,NULL,NULL,NULL,NULL
4713,Tortoise Blue/Clear,2017-06-17 06:13:32,2017-06-17 10:13:35,NULL,2,123,12-042,$185,http://www.o-review.com/glassesdetail.asp?ID=3330,NULL,NULL,Tortoise Blue,16,1,NULL,NULL,NULL,NULL
4714,(17mm)/Clear,2017-06-17 06:13:33,2017-06-17 10:13:36,NULL,2,219,11-656,None,http://www.o-review.com/glassesdetail.asp?ID=2734,NULL,NULL,(17mm),128,1,NULL,NULL,NULL,NULL
4715,Jet Black/Amber Black Iridium Polarized / VR28 Gold Iridium Polarized / Grey Polarized,2017-06-17 06:13:38,2017-06-17 10:13:41,NULL,2,40,07-397,$300,http://www.o-review.com/glassesdetail.asp?ID=1265,NULL,NULL,Jet Black,265,1,NULL,NULL,NULL,NULL
